sub_ID,trial_number,physical_activation,trial_congruency,resp_correctness,reaction_times
sub-06,11,low_activation,congruent,correct,746
sub-06,12,low_activation,incongruent,correct,935
sub-06,13,low_activation,incongruent,correct,851
sub-06,14,low_activation,congruent,correct,849
sub-06,15,low_activation,congruent,correct,684
sub-06,16,low_activation,congruent,correct,843
sub-06,17,low_activation,congruent,correct,778
sub-06,18,low_activation,congruent,correct,861
sub-06,19,low_activation,congruent,correct,859
sub-06,20,low_activation,incongruent,correct,973
sub-06,21,low_activation,congruent,correct,1176
sub-06,22,low_activation,congruent,correct,1253
sub-06,23,low_activation,incongruent,correct,1277
sub-06,24,low_activation,congruent,correct,1087
sub-06,25,low_activation,congruent,correct,1351
sub-06,26,low_activation,incongruent,correct,1166
sub-06,27,low_activation,incongruent,correct,884
sub-06,28,low_activation,incongruent,correct,1084
sub-06,29,low_activation,incongruent,correct,810
sub-06,30,low_activation,incongruent,correct,817
sub-06,31,low_activation,incongruent,correct,1184
sub-06,32,low_activation,congruent,correct,920
sub-06,33,low_activation,congruent,correct,813
sub-06,34,low_activation,incongruent,correct,1130
sub-06,35,low_activation,congruent,correct,944
sub-06,36,low_activation,congruent,correct,1105
sub-06,37,low_activation,congruent,correct,703
sub-06,38,low_activation,incongruent,correct,994
sub-06,39,low_activation,congruent,correct,1007
sub-06,40,low_activation,incongruent,correct,829
sub-06,41,low_activation,congruent,correct,1255
sub-06,42,low_activation,incongruent,correct,973
sub-06,43,low_activation,congruent,correct,929
sub-06,44,low_activation,congruent,correct,729
sub-06,45,low_activation,congruent,correct,881
sub-06,46,low_activation,incongruent,correct,885
sub-06,47,low_activation,incongruent,correct,1145
sub-06,48,low_activation,incongruent,correct,945
sub-06,49,low_activation,incongruent,correct,1090
sub-06,50,low_activation,incongruent,correct,979
sub-06,51,low_activation,congruent,correct,651
sub-06,52,low_activation,incongruent,correct,832
sub-06,53,low_activation,congruent,correct,1101
sub-06,54,low_activation,congruent,correct,1013
sub-06,55,low_activation,incongruent,correct,1088
sub-06,56,low_activation,congruent,correct,869
sub-06,57,low_activation,incongruent,correct,914
sub-06,58,low_activation,incongruent,correct,897
sub-06,59,low_activation,incongruent,correct,951
sub-06,60,low_activation,incongruent,correct,939
sub-06,61,low_activation,incongruent,correct,1487
sub-06,62,low_activation,congruent,correct,788
sub-06,63,low_activation,congruent,correct,706
sub-06,64,low_activation,incongruent,correct,813
sub-06,65,low_activation,incongruent,correct,1071
sub-06,66,low_activation,incongruent,correct,863
sub-06,67,low_activation,congruent,correct,818
sub-06,68,low_activation,congruent,correct,817
sub-06,69,low_activation,congruent,correct,747
sub-06,70,low_activation,incongruent,correct,771
sub-06,71,low_activation,congruent,correct,1105
sub-06,72,low_activation,incongruent,correct,787
sub-06,73,low_activation,incongruent,correct,773
sub-06,74,low_activation,incongruent,correct,771
sub-06,75,low_activation,incongruent,correct,815
sub-06,76,low_activation,congruent,correct,757
sub-06,77,low_activation,congruent,correct,817
sub-06,78,low_activation,incongruent,correct,1241
sub-06,79,low_activation,congruent,correct,1241
sub-06,80,low_activation,congruent,correct,831
sub-06,81,low_activation,congruent,correct,1405
sub-06,82,low_activation,congruent,correct,821
sub-06,83,low_activation,congruent,correct,11
sub-06,84,low_activation,congruent,correct,11
sub-06,85,low_activation,congruent,correct,1200
sub-06,86,low_activation,incongruent,correct,967
sub-06,87,low_activation,congruent,correct,1471
sub-06,88,low_activation,incongruent,correct,989
sub-06,89,low_activation,incongruent,correct,941
sub-06,90,low_activation,incongruent,correct,1031
sub-06,91,low_activation,incongruent,incorrect,11
sub-06,92,low_activation,incongruent,incorrect,11
sub-06,93,low_activation,incongruent,correct,717
sub-06,94,low_activation,congruent,correct,542
sub-06,95,low_activation,congruent,correct,556
sub-06,96,low_activation,incongruent,correct,939
sub-06,97,low_activation,incongruent,correct,959
sub-06,98,low_activation,congruent,correct,711
sub-06,99,low_activation,incongruent,correct,1480
sub-06,100,low_activation,congruent,correct,949
sub-06,101,low_activation,congruent,correct,706
sub-06,102,low_activation,congruent,correct,681
sub-06,103,low_activation,congruent,correct,678
sub-06,104,low_activation,incongruent,correct,875
sub-06,105,low_activation,incongruent,correct,886
sub-06,106,low_activation,congruent,correct,1109
sub-06,107,low_activation,incongruent,correct,777
sub-06,108,low_activation,congruent,correct,952
sub-06,109,low_activation,congruent,correct,823
sub-06,110,low_activation,congruent,correct,931
sub-06,111,low_activation,congruent,correct,655
sub-06,112,low_activation,congruent,correct,610
sub-06,113,low_activation,congruent,correct,701
sub-06,114,low_activation,congruent,correct,598
sub-06,115,low_activation,incongruent,correct,904
sub-06,116,low_activation,incongruent,correct,793
sub-06,117,low_activation,incongruent,correct,709
sub-06,118,low_activation,congruent,correct,932
sub-06,119,low_activation,congruent,correct,767
sub-06,120,low_activation,incongruent,correct,780
sub-06,121,low_activation,incongruent,correct,776
sub-06,122,low_activation,incongruent,correct,838
sub-06,123,low_activation,congruent,correct,935
sub-06,124,low_activation,incongruent,correct,884
sub-06,125,low_activation,congruent,correct,1061
sub-06,126,low_activation,incongruent,correct,1003
sub-06,127,low_activation,incongruent,correct,991
sub-06,128,low_activation,incongruent,correct,1330
sub-06,129,low_activation,incongruent,correct,816
sub-06,130,low_activation,congruent,correct,777
sub-06,131,low_activation,incongruent,correct,1498
sub-06,132,low_activation,incongruent,correct,1109
sub-06,133,low_activation,incongruent,correct,1292
sub-06,134,low_activation,congruent,correct,665
sub-06,135,low_activation,incongruent,correct,887
sub-06,136,low_activation,incongruent,correct,938
sub-06,137,low_activation,incongruent,correct,1495
sub-06,138,low_activation,incongruent,correct,975
sub-06,139,low_activation,incongruent,correct,929
sub-06,140,low_activation,congruent,correct,1171
sub-06,141,low_activation,incongruent,correct,1224
sub-06,142,low_activation,congruent,correct,911
sub-06,143,low_activation,incongruent,correct,1045
sub-06,144,low_activation,congruent,correct,1479
sub-06,145,low_activation,incongruent,correct,1053
sub-06,146,low_activation,congruent,correct,1339
sub-06,147,low_activation,incongruent,correct,991
sub-06,148,low_activation,congruent,correct,910
sub-06,149,low_activation,incongruent,correct,807
sub-06,150,low_activation,incongruent,correct,802
sub-06,151,low_activation,congruent,correct,709
sub-06,152,low_activation,incongruent,correct,832
sub-06,153,low_activation,congruent,correct,1127
sub-06,154,low_activation,congruent,correct,747
sub-06,155,low_activation,congruent,correct,1025
sub-06,156,low_activation,incongruent,correct,1122
sub-06,157,low_activation,congruent,correct,1543
sub-06,158,low_activation,congruent,correct,871
sub-06,159,low_activation,congruent,correct,955
sub-06,160,low_activation,incongruent,correct,689
sub-06,161,low_activation,incongruent,correct,767
sub-06,162,low_activation,incongruent,correct,917
sub-06,163,low_activation,incongruent,correct,909
sub-06,164,low_activation,congruent,correct,884
sub-06,165,low_activation,incongruent,correct,940
sub-06,166,low_activation,incongruent,correct,777
sub-06,167,low_activation,congruent,correct,652
sub-06,168,low_activation,congruent,correct,957
sub-06,169,low_activation,incongruent,correct,917
sub-06,170,low_activation,congruent,correct,868
sub-06,171,low_activation,congruent,correct,716
sub-06,172,low_activation,congruent,correct,667
sub-06,173,low_activation,congruent,correct,779
sub-06,174,low_activation,congruent,correct,692
sub-06,175,low_activation,incongruent,correct,813
sub-06,176,low_activation,incongruent,correct,636
sub-06,177,low_activation,incongruent,correct,871
sub-06,178,low_activation,incongruent,correct,881
sub-06,179,low_activation,incongruent,correct,773
sub-06,180,low_activation,congruent,correct,746
sub-06,181,low_activation,incongruent,correct,889
sub-06,182,low_activation,incongruent,correct,762
sub-06,183,low_activation,incongruent,correct,748
sub-06,184,low_activation,incongruent,correct,758
sub-06,185,low_activation,congruent,correct,930
sub-06,186,low_activation,incongruent,correct,880
sub-06,187,low_activation,incongruent,correct,887
sub-06,188,low_activation,congruent,correct,700
sub-06,189,low_activation,incongruent,correct,792
sub-06,190,low_activation,incongruent,correct,764
sub-06,191,low_activation,congruent,correct,952
sub-06,192,low_activation,congruent,correct,963
sub-06,193,low_activation,congruent,correct,701
sub-06,194,low_activation,congruent,correct,657
sub-06,195,low_activation,incongruent,correct,939
sub-06,196,low_activation,congruent,correct,633
sub-06,197,low_activation,congruent,correct,657
sub-06,198,low_activation,congruent,correct,658
sub-06,199,low_activation,incongruent,correct,869
sub-06,200,low_activation,incongruent,correct,956
sub-06,201,low_activation,incongruent,correct,823
sub-06,202,low_activation,congruent,correct,948
sub-06,203,low_activation,incongruent,correct,1549
sub-06,204,low_activation,incongruent,correct,1405
sub-06,205,low_activation,incongruent,correct,796
sub-06,206,low_activation,congruent,correct,1036
sub-06,207,low_activation,congruent,correct,1249
sub-06,208,low_activation,incongruent,correct,1065
sub-06,209,low_activation,incongruent,correct,637
sub-06,210,low_activation,congruent,correct,713
sub-06,211,low_activation,congruent,correct,970
sub-06,212,low_activation,congruent,correct,1479
sub-06,213,low_activation,incongruent,correct,1154
sub-06,214,low_activation,congruent,correct,1495
sub-06,215,low_activation,congruent,correct,839
sub-06,216,low_activation,incongruent,correct,1317
sub-06,217,low_activation,congruent,correct,996
sub-06,218,low_activation,incongruent,correct,944
sub-06,219,low_activation,congruent,correct,739
sub-06,220,low_activation,incongruent,correct,865
sub-06,221,low_activation,congruent,correct,729
sub-06,222,low_activation,incongruent,correct,873
sub-06,223,low_activation,incongruent,correct,1187
sub-06,224,low_activation,incongruent,correct,1095
sub-06,225,low_activation,congruent,correct,1083
sub-06,226,low_activation,incongruent,correct,1292
sub-06,227,low_activation,incongruent,,NaN
sub-06,228,low_activation,incongruent,correct,1431
sub-06,229,low_activation,incongruent,correct,1461
sub-06,230,low_activation,congruent,correct,831
sub-06,231,low_activation,congruent,correct,1005
sub-06,232,low_activation,congruent,correct,1289
sub-06,233,low_activation,congruent,correct,1335
sub-06,234,low_activation,congruent,correct,1687
sub-06,235,low_activation,congruent,correct,1721
sub-06,236,low_activation,incongruent,correct,1633
sub-06,237,low_activation,congruent,correct,834
sub-06,238,low_activation,congruent,correct,1039
sub-06,239,low_activation,incongruent,correct,1299
sub-06,240,low_activation,congruent,correct,1137
sub-06,241,low_activation,congruent,correct,871
sub-06,242,low_activation,incongruent,correct,1105
sub-06,243,low_activation,incongruent,correct,1071
sub-06,244,low_activation,incongruent,correct,1311
sub-06,245,low_activation,incongruent,correct,1016
sub-06,246,low_activation,congruent,correct,1047
sub-06,247,low_activation,incongruent,correct,1081
sub-06,248,low_activation,congruent,correct,861
sub-06,249,low_activation,incongruent,correct,1402
sub-06,250,low_activation,congruent,correct,701
sub-06,251,low_activation,congruent,correct,1157
sub-06,252,low_activation,congruent,correct,653
sub-06,253,low_activation,congruent,correct,890
sub-06,254,low_activation,incongruent,correct,875
sub-06,255,low_activation,incongruent,correct,851
sub-06,256,low_activation,congruent,correct,819
sub-06,257,low_activation,incongruent,correct,799
sub-06,258,low_activation,congruent,correct,751
sub-06,259,low_activation,congruent,correct,606
sub-06,260,low_activation,incongruent,correct,832
sub-06,261,low_activation,incongruent,correct,779
sub-06,262,low_activation,incongruent,correct,731
sub-06,263,low_activation,incongruent,correct,765
sub-06,264,low_activation,congruent,correct,779
sub-06,265,low_activation,congruent,correct,716
sub-06,266,low_activation,congruent,correct,683
sub-06,267,low_activation,incongruent,correct,800
sub-06,268,low_activation,incongruent,correct,1155
sub-06,269,low_activation,congruent,correct,689
sub-06,270,low_activation,congruent,correct,777
sub-06,271,low_activation,incongruent,correct,847
sub-06,272,low_activation,incongruent,correct,841
sub-06,273,low_activation,congruent,correct,663
sub-06,274,low_activation,congruent,correct,643
sub-06,275,low_activation,incongruent,correct,703
sub-06,276,low_activation,congruent,correct,805
sub-06,277,low_activation,congruent,correct,693
sub-06,278,low_activation,congruent,correct,701
sub-06,279,low_activation,incongruent,correct,837
sub-06,280,low_activation,congruent,correct,1145
sub-06,281,low_activation,incongruent,correct,833
sub-06,282,low_activation,congruent,correct,858
sub-06,283,low_activation,incongruent,correct,869
sub-06,284,low_activation,congruent,correct,1307
sub-06,285,low_activation,incongruent,correct,1093
sub-06,286,low_activation,incongruent,correct,1033
sub-06,287,low_activation,congruent,correct,855
sub-06,288,low_activation,incongruent,correct,669
sub-06,289,low_activation,incongruent,correct,790
sub-06,290,low_activation,incongruent,correct,963
sub-06,291,low_activation,congruent,correct,831
sub-06,292,low_activation,incongruent,correct,835
sub-06,293,low_activation,congruent,correct,749
sub-06,294,low_activation,incongruent,correct,721
sub-06,295,low_activation,congruent,correct,666
sub-06,296,low_activation,congruent,correct,691
sub-06,297,low_activation,congruent,correct,664
sub-06,298,low_activation,congruent,correct,648
sub-06,299,low_activation,incongruent,correct,613
sub-06,300,low_activation,incongruent,correct,899
sub-06,301,low_activation,congruent,correct,785
sub-06,302,low_activation,congruent,correct,707
sub-06,303,low_activation,incongruent,correct,733
sub-06,304,low_activation,congruent,,NaN
sub-06,305,low_activation,congruent,correct,601
sub-06,306,low_activation,incongruent,correct,931
sub-06,307,low_activation,congruent,correct,1269
sub-06,308,low_activation,congruent,,NaN
sub-06,309,low_activation,congruent,correct,632
sub-06,310,low_activation,incongruent,correct,821
sub-06,311,low_activation,congruent,correct,753
sub-06,312,low_activation,congruent,correct,1064
sub-06,313,low_activation,incongruent,correct,730
sub-06,314,low_activation,incongruent,correct,1232
sub-06,315,low_activation,congruent,correct,1447
sub-06,316,low_activation,congruent,correct,921
sub-06,317,low_activation,incongruent,correct,1122
sub-06,318,low_activation,congruent,correct,778
sub-06,319,low_activation,incongruent,correct,822
sub-06,320,low_activation,congruent,,NaN
sub-06,321,low_activation,incongruent,correct,915
sub-06,322,low_activation,congruent,,NaN
sub-06,323,low_activation,congruent,,NaN
sub-06,324,low_activation,congruent,correct,804
sub-06,325,low_activation,incongruent,,NaN
sub-06,326,low_activation,incongruent,correct,909
sub-06,327,low_activation,congruent,correct,840
sub-06,328,low_activation,incongruent,correct,739
sub-06,329,low_activation,incongruent,correct,1300
sub-06,330,low_activation,incongruent,correct,780
sub-06,331,low_activation,congruent,correct,827
sub-06,332,low_activation,incongruent,,NaN
sub-06,333,low_activation,congruent,correct,1341
sub-06,334,low_activation,incongruent,correct,1037
sub-06,335,low_activation,incongruent,correct,1050
sub-06,336,low_activation,congruent,correct,919
sub-06,337,low_activation,congruent,correct,791
sub-06,338,low_activation,incongruent,correct,1201
sub-06,339,low_activation,congruent,correct,719
sub-06,340,low_activation,congruent,correct,1059
sub-06,341,low_activation,congruent,correct,810
sub-06,342,low_activation,incongruent,correct,771
sub-06,343,low_activation,incongruent,correct,754
sub-06,344,low_activation,incongruent,correct,1002
sub-06,345,low_activation,congruent,correct,891
sub-06,346,low_activation,congruent,,NaN
sub-06,347,low_activation,congruent,correct,661
sub-06,348,low_activation,congruent,correct,779
sub-06,349,low_activation,incongruent,correct,843
sub-06,350,low_activation,congruent,correct,981
sub-06,351,low_activation,congruent,correct,864
sub-06,352,low_activation,incongruent,correct,1086
sub-06,353,low_activation,congruent,correct,787
sub-06,354,low_activation,congruent,correct,999
sub-06,355,low_activation,congruent,correct,1156
sub-06,356,low_activation,congruent,correct,939
sub-06,357,low_activation,congruent,correct,881
sub-06,358,low_activation,incongruent,correct,875
sub-06,359,low_activation,congruent,correct,651
sub-06,360,low_activation,incongruent,correct,901
sub-06,361,low_activation,incongruent,correct,859
sub-06,362,low_activation,congruent,correct,1041
sub-06,363,low_activation,congruent,correct,1228
sub-06,364,low_activation,incongruent,correct,1191
sub-06,365,low_activation,congruent,,NaN
sub-06,366,low_activation,incongruent,correct,777
sub-06,367,low_activation,incongruent,correct,957
sub-06,368,low_activation,incongruent,correct,813
sub-06,369,low_activation,congruent,correct,601
sub-06,370,low_activation,congruent,correct,657
sub-06,371,low_activation,congruent,correct,691
sub-06,372,low_activation,congruent,correct,776
sub-06,373,low_activation,congruent,correct,680
sub-06,374,low_activation,incongruent,correct,1171
sub-06,375,low_activation,incongruent,,NaN
sub-06,376,low_activation,congruent,correct,785
sub-06,377,low_activation,incongruent,correct,729
sub-06,378,low_activation,incongruent,correct,755
sub-06,379,low_activation,congruent,correct,758
sub-06,380,low_activation,congruent,,NaN
sub-06,381,low_activation,congruent,correct,996
sub-06,382,low_activation,congruent,correct,564
sub-06,383,low_activation,incongruent,correct,718
sub-06,384,low_activation,incongruent,correct,792
sub-06,385,low_activation,congruent,correct,821
sub-06,386,low_activation,congruent,correct,539
sub-06,387,low_activation,congruent,correct,803
sub-06,388,low_activation,congruent,correct,564
sub-06,389,low_activation,incongruent,correct,771
sub-06,390,low_activation,incongruent,correct,664
sub-06,391,low_activation,congruent,correct,657
sub-06,392,low_activation,incongruent,correct,687
sub-06,393,low_activation,incongruent,correct,891
sub-06,394,low_activation,congruent,correct,1039
sub-06,395,low_activation,incongruent,correct,1299
sub-06,396,low_activation,incongruent,correct,1255
sub-06,397,low_activation,incongruent,correct,856
sub-06,398,low_activation,incongruent,correct,1072
sub-06,399,low_activation,congruent,correct,971
sub-06,400,low_activation,congruent,correct,1031
sub-06,401,low_activation,incongruent,correct,797
sub-06,402,low_activation,congruent,correct,717
sub-06,403,low_activation,congruent,correct,709
sub-06,404,low_activation,congruent,correct,984
sub-06,405,low_activation,incongruent,correct,759
sub-06,406,low_activation,congruent,correct,1030
sub-06,407,low_activation,incongruent,correct,589
sub-06,408,low_activation,incongruent,correct,661
sub-06,409,low_activation,congruent,correct,810
sub-06,410,low_activation,congruent,correct,831
sub-06,411,low_activation,congruent,correct,795
sub-06,412,low_activation,incongruent,correct,654
sub-06,413,low_activation,incongruent,correct,815
sub-06,414,low_activation,incongruent,correct,1245
sub-06,415,low_activation,congruent,correct,876
sub-06,416,low_activation,incongruent,correct,795
sub-06,417,low_activation,congruent,correct,741
sub-06,418,low_activation,congruent,correct,651
sub-06,419,low_activation,congruent,correct,637
sub-06,420,low_activation,congruent,correct,677
sub-06,421,low_activation,congruent,correct,667
sub-06,422,low_activation,incongruent,correct,801
sub-06,423,low_activation,congruent,correct,756
sub-06,424,low_activation,incongruent,correct,923
sub-06,425,low_activation,incongruent,correct,775
sub-06,426,low_activation,incongruent,correct,867
sub-06,427,low_activation,incongruent,correct,1107
sub-06,428,low_activation,congruent,correct,1192
sub-06,429,low_activation,incongruent,correct,909
sub-06,430,low_activation,incongruent,correct,756
sub-06,431,low_activation,congruent,correct,651
sub-06,432,low_activation,incongruent,correct,804
sub-06,433,low_activation,incongruent,correct,709
sub-06,434,low_activation,incongruent,correct,693
sub-06,435,low_activation,incongruent,correct,832
sub-06,436,low_activation,incongruent,correct,986
sub-06,437,low_activation,congruent,correct,659
sub-06,438,low_activation,congruent,correct,953
sub-06,439,low_activation,congruent,correct,899
sub-06,440,low_activation,incongruent,correct,801
sub-06,441,low_activation,congruent,correct,680
sub-06,442,low_activation,congruent,correct,717
sub-06,443,low_activation,incongruent,correct,753
sub-06,444,low_activation,incongruent,correct,975
sub-06,445,low_activation,congruent,correct,970
sub-06,446,low_activation,congruent,,NaN
sub-06,447,low_activation,congruent,correct,1242
sub-06,448,low_activation,incongruent,correct,805
sub-06,449,low_activation,incongruent,correct,877
sub-06,450,low_activation,congruent,correct,609
sub-06,451,low_activation,incongruent,correct,703
sub-06,452,low_activation,incongruent,correct,582
sub-06,453,low_activation,congruent,correct,656
sub-06,454,low_activation,congruent,correct,549
sub-06,455,low_activation,congruent,correct,919
sub-06,456,low_activation,incongruent,correct,659
sub-06,457,low_activation,incongruent,correct,679
sub-06,458,low_activation,incongruent,correct,1089
sub-06,459,low_activation,congruent,correct,744
sub-06,460,low_activation,congruent,correct,998
sub-06,461,low_activation,congruent,correct,741
sub-06,462,low_activation,incongruent,correct,659
sub-06,463,low_activation,incongruent,correct,877
sub-06,464,low_activation,incongruent,correct,659
sub-06,465,low_activation,incongruent,correct,1139
sub-06,466,low_activation,congruent,correct,693
sub-06,467,low_activation,incongruent,correct,968
sub-06,468,low_activation,congruent,correct,689
sub-06,469,low_activation,incongruent,correct,721
sub-06,470,low_activation,incongruent,correct,627
sub-06,471,low_activation,incongruent,correct,833
sub-06,472,low_activation,incongruent,correct,665
sub-06,473,low_activation,incongruent,correct,792
sub-06,474,low_activation,congruent,correct,790
sub-06,475,low_activation,congruent,correct,765
sub-06,476,low_activation,incongruent,correct,1011
sub-06,477,low_activation,incongruent,correct,740
sub-06,478,low_activation,incongruent,correct,1447
sub-06,479,low_activation,congruent,correct,864
sub-06,480,low_activation,congruent,correct,701
sub-06,481,low_activation,congruent,correct,685
sub-06,482,low_activation,incongruent,correct,773
sub-06,483,low_activation,congruent,correct,714
sub-06,484,low_activation,incongruent,correct,837
sub-06,485,low_activation,congruent,correct,853
sub-06,486,low_activation,congruent,correct,705
sub-06,487,low_activation,congruent,correct,645
sub-06,488,low_activation,incongruent,correct,1171
sub-06,489,low_activation,congruent,correct,1003
sub-06,490,low_activation,incongruent,correct,800
sub-06,491,low_activation,incongruent,correct,715
sub-06,492,low_activation,congruent,correct,1051
sub-06,493,low_activation,incongruent,correct,885
sub-06,494,low_activation,incongruent,correct,745
sub-06,495,low_activation,congruent,correct,813
sub-06,496,low_activation,incongruent,correct,743
sub-06,497,low_activation,incongruent,correct,645
sub-06,498,low_activation,incongruent,correct,738
sub-06,499,low_activation,incongruent,correct,782
sub-06,500,low_activation,incongruent,correct,915
sub-06,501,low_activation,congruent,correct,1469
sub-06,502,low_activation,congruent,correct,802
sub-06,503,low_activation,congruent,correct,705
sub-06,504,low_activation,congruent,correct,669
sub-06,505,low_activation,congruent,correct,875
sub-06,506,low_activation,congruent,correct,707
sub-06,507,low_activation,incongruent,correct,731
sub-06,508,low_activation,congruent,correct,798
sub-06,509,low_activation,incongruent,correct,765
sub-06,510,low_activation,congruent,correct,982
sub-06,511,low_activation,congruent,correct,917
sub-06,512,low_activation,congruent,correct,917
sub-06,513,low_activation,congruent,correct,699
sub-06,514,low_activation,congruent,correct,837
sub-06,515,low_activation,incongruent,correct,816
sub-06,516,low_activation,congruent,correct,746
sub-06,517,low_activation,congruent,correct,703
sub-06,518,low_activation,incongruent,correct,978
sub-06,519,low_activation,congruent,correct,670
sub-06,520,low_activation,incongruent,correct,753
sub-06,521,low_activation,congruent,correct,719
sub-06,522,low_activation,congruent,correct,793
sub-06,523,low_activation,incongruent,correct,797
sub-06,524,low_activation,incongruent,correct,771
sub-06,525,low_activation,congruent,correct,633
sub-06,526,low_activation,congruent,correct,632
sub-06,527,low_activation,congruent,correct,837
sub-06,528,low_activation,congruent,correct,1615
sub-06,529,low_activation,congruent,correct,911
sub-06,530,low_activation,incongruent,correct,697
sub-06,531,low_activation,congruent,correct,913
sub-06,532,low_activation,incongruent,correct,669
sub-06,533,low_activation,incongruent,correct,1221
sub-06,534,low_activation,incongruent,correct,859
sub-06,535,low_activation,incongruent,correct,1061
sub-06,536,low_activation,congruent,correct,813
sub-06,537,low_activation,incongruent,correct,984
sub-06,538,low_activation,incongruent,correct,1313
sub-06,539,low_activation,incongruent,correct,783
sub-06,540,low_activation,incongruent,correct,887
sub-06,541,low_activation,incongruent,correct,1157
sub-06,542,low_activation,incongruent,correct,1200
sub-06,543,low_activation,congruent,correct,839
sub-06,544,low_activation,incongruent,correct,815
sub-06,545,low_activation,congruent,correct,729
sub-06,546,low_activation,congruent,correct,652
sub-06,547,low_activation,incongruent,correct,633
sub-06,548,low_activation,congruent,correct,628
sub-06,549,low_activation,congruent,correct,575
sub-06,550,low_activation,incongruent,correct,1131
sub-06,551,low_activation,incongruent,correct,1853
sub-06,552,low_activation,incongruent,correct,889
sub-06,553,low_activation,incongruent,correct,1452
sub-06,554,low_activation,congruent,correct,745
sub-06,555,low_activation,congruent,correct,705
sub-06,556,low_activation,congruent,correct,790
sub-06,557,low_activation,incongruent,correct,729
sub-06,558,low_activation,incongruent,correct,1121
sub-06,559,low_activation,congruent,correct,1069
sub-06,560,low_activation,incongruent,correct,775
sub-06,561,low_activation,incongruent,correct,747
sub-06,562,low_activation,incongruent,correct,796
sub-06,563,low_activation,congruent,correct,1087
sub-06,564,low_activation,incongruent,correct,1512
sub-06,565,low_activation,congruent,correct,1121
sub-06,566,low_activation,incongruent,correct,1271
sub-06,567,low_activation,congruent,correct,838
sub-06,568,low_activation,incongruent,correct,998
sub-06,569,low_activation,congruent,correct,827
sub-06,570,low_activation,incongruent,correct,1036
sub-06,571,low_activation,congruent,correct,1060
sub-06,572,low_activation,incongruent,correct,1161
sub-06,573,low_activation,incongruent,correct,889
sub-06,574,low_activation,incongruent,correct,707
sub-06,575,low_activation,incongruent,correct,721
sub-06,576,low_activation,incongruent,correct,877
sub-06,577,low_activation,congruent,correct,818
sub-06,578,low_activation,incongruent,correct,715
sub-06,579,low_activation,incongruent,correct,1014
sub-06,580,low_activation,incongruent,correct,1007
sub-06,581,low_activation,congruent,correct,731
sub-06,582,low_activation,congruent,correct,733
sub-06,583,low_activation,congruent,correct,667
sub-06,584,low_activation,congruent,correct,617
sub-06,585,low_activation,incongruent,correct,727
sub-06,586,low_activation,incongruent,correct,633
sub-06,587,low_activation,congruent,correct,1101
sub-06,588,low_activation,congruent,correct,639
sub-06,589,low_activation,congruent,correct,774
sub-06,590,low_activation,incongruent,correct,759
sub-06,591,low_activation,congruent,correct,776
sub-06,592,low_activation,incongruent,correct,651
sub-06,593,low_activation,incongruent,correct,582
sub-06,594,low_activation,incongruent,correct,657
sub-06,595,low_activation,incongruent,correct,644
sub-06,596,low_activation,congruent,correct,625
sub-06,597,low_activation,incongruent,correct,684
sub-06,598,low_activation,incongruent,correct,628
sub-06,599,low_activation,congruent,correct,749
sub-06,600,low_activation,congruent,correct,529
sub-06,601,low_activation,incongruent,correct,843
sub-06,602,low_activation,incongruent,correct,627
sub-06,603,low_activation,congruent,correct,709
sub-06,604,low_activation,congruent,correct,591
sub-06,605,low_activation,congruent,correct,528
sub-06,606,low_activation,incongruent,correct,615
sub-06,607,low_activation,incongruent,correct,600
sub-06,608,low_activation,congruent,correct,554
sub-06,609,low_activation,congruent,correct,601
sub-06,610,low_activation,incongruent,correct,776
sub-06,611,low_activation,incongruent,correct,855
sub-06,612,low_activation,congruent,correct,831
sub-06,613,low_activation,congruent,correct,629
sub-06,614,low_activation,congruent,correct,553
sub-06,615,low_activation,incongruent,correct,619
sub-06,616,low_activation,incongruent,correct,736
sub-06,617,low_activation,congruent,correct,596
sub-06,618,low_activation,incongruent,correct,749
sub-06,619,low_activation,incongruent,correct,701
sub-06,620,low_activation,incongruent,correct,711
sub-06,621,low_activation,congruent,correct,1031
sub-06,622,low_activation,incongruent,correct,590
sub-06,623,low_activation,congruent,correct,619
sub-06,624,low_activation,incongruent,correct,861
sub-06,625,low_activation,congruent,correct,717
sub-06,626,low_activation,congruent,correct,643
sub-06,627,low_activation,incongruent,correct,730
sub-06,628,low_activation,incongruent,correct,641
sub-06,629,low_activation,incongruent,correct,635
sub-06,630,low_activation,incongruent,correct,683
sub-06,631,low_activation,incongruent,correct,735
sub-06,632,low_activation,incongruent,correct,749
sub-06,633,low_activation,congruent,correct,853
sub-06,634,low_activation,congruent,correct,610
sub-06,635,low_activation,incongruent,correct,1022
sub-06,636,low_activation,congruent,correct,617
sub-06,637,low_activation,congruent,correct,1483
sub-06,638,low_activation,incongruent,correct,763
sub-06,639,low_activation,incongruent,correct,829
sub-06,640,low_activation,congruent,correct,561
sub-06,641,low_activation,congruent,correct,587
sub-06,642,low_activation,congruent,correct,603
sub-06,643,low_activation,congruent,correct,669
sub-06,644,low_activation,incongruent,correct,1058
sub-06,645,low_activation,incongruent,correct,587
sub-06,646,low_activation,congruent,correct,995
sub-06,647,low_activation,congruent,correct,628
sub-06,648,low_activation,incongruent,correct,845
sub-06,649,low_activation,congruent,correct,704
sub-06,650,low_activation,incongruent,correct,857
sub-06,651,low_activation,congruent,correct,1347
sub-06,652,low_activation,congruent,,NaN
