Num,P1,P2,P3,P4,P6,P7,P8,P9,P10,P11,P22,P23,P24,P25,P26,P27,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91
681a2d274ec18b143970ba96,27.0,1.0,3.0,8.0,6.0,1.0,7.0,1.0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0,4.0,2.0,3.0,4.0,0.0,5.0,8.0,6.0,7.0,10.0,3.0,9.0,9.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,1.0,10.0,7.0,5.0,0.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,7.0,1.0,9.0,10.0
680b33ed2b8d3e4048c1090e,18.0,1.0,2.0,6.0,2.0,1.0,4.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,7.0,6.0,8.0,9.0,10.0,5.0,5.0,4.0,6.0,3.0,3.0,10.0,8.0,10.0,1.0,8.0,9.0,4.0,2.0,4.0,8.0,10.0,4.0,,3.0,6.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,8.0,6.0,8.0
681d00f84cc07607d7c6119b,24.0,2.0,3.0,7.0,1.0,1.0,5.0,10.0,1.0,2.0,10.0,10.0,7.0,7.0,5.0,7.0,3.0,1.0,2.0,5.0,3.0,5.0,5.0,6.0,7.0,3.0,10.0,4.0,5.0,8.0,3.0,5.0,,6.0,6.0,4.0,5.0,7.0,7.0,4.0,6.0,6.0,5.0,6.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0
681b402e4ec18b143973ab9a,24.0,1.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,6.0,5.0,5.0,6.0,2.0,2.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,1.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0
681bd24d30e2084bbe9396f5,17.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,6.0,9.0,7.0,6.0,3.0,3.0,0.0,2.0,2.0,7.0,0.0,2.0,5.0,6.0,8.0,10.0,3.0,10.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,5.0,4.0,0.0,8.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,4.0,7.0,10.0
681b6fad4cc07607d7c5cced,19.0,1.0,3.0,3.0,2.0,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
681b3b853a2c5c4cebccd2f2,22.0,2.0,3.0,7.0,2.0,1.0,7.0,6.0,1.0,1.0,4.0,5.0,4.0,9.0,8.0,5.0,3.0,2.0,7.0,5.0,5.0,10.0,1.0,10.0,8.0,10.0,8.0,9.0,7.0,10.0,10.0,5.0,1.0,10.0,10.0,0.0,0.0,0.0,5.0,10.0,10.0,0.0,10.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,6.0,10.0
6821e7e728ba9f2e9c391486,25.0,2.0,1.0,6.0,2.0,1.0,9.0,9.0,1.0,1.0,2.0,6.0,7.0,9.0,8.0,8.0,3.0,4.0,7.0,7.0,8.0,8.0,2.0,9.0,6.0,10.0,2.0,0.0,6.0,2.0,9.0,10.0,2.0,2.0,1.0,9.0,10.0,8.0,10.0,8.0,9.0,8.0,9.0,4.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,9.0,9.0,10.0,3.0,6.0
681e2ecb575dc75aa1b8dba9,19.0,1.0,1.0,2.0,2.0,1.0,5.0,10.0,2.0,1.0,8.0,7.0,6.0,8.0,8.0,2.0,2.0,2.0,3.0,7.0,6.0,2.0,5.0,3.0,5.0,6.0,0.0,6.0,7.0,4.0,7.0,3.0,2.0,4.0,6.0,9.0,7.0,7.0,3.0,4.0,9.0,3.0,8.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,6.0,9.0,4.0,9.0,9.0
681d146c30e2084bbe93cf81,16.0,2.0,2.0,3.0,2.0,1.0,4.0,7.0,2.0,2.0,10.0,3.0,10.0,10.0,10.0,10.0,2.0,3.0,9.0,9.0,1.0,2.0,4.0,0.0,5.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,6.0,2.0,5.0,6.0,7.0,7.0,5.0,8.0,4.0,7.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,4.0,7.0,8.0,7.0,5.0
6821e729575dc75aa1b95b05,24.0,2.0,2.0,2.0,2.0,2.0,10.0,8.0,3.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,7.0,7.0,3.0,3.0,3.0,2.0,2.0,3.0,7.0,6.0,8.0,8.0,7.0,7.0,8.0
681b81f730e2084bbe938674,27.0,2.0,1.0,7.0,3.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0,8.0,6.0,8.0,2.0,3.0,2.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,2.0,3.0,4.0,5.0,9.0,3.0,5.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,6.0,8.0
6819e7c0663fbd555327e0da,29.0,1.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,3.0,6.0,7.0,4.0,7.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,6.0,5.0,7.0,6.0,8.0,3.0,8.0,6.0,8.0,4.0,2.0,8.0,5.0,5.0,9.0,8.0,5.0,6.0,6.0,4.0,5.0,8.0,8.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,7.0,7.0,10.0,6.0,6.0,7.0
6821e5e5575dc75aa1b959fc,25.0,2.0,1.0,4.0,1.0,1.0,10.0,8.0,1.0,1.0,8.0,8.0,5.0,4.0,10.0,7.0,5.0,6.0,8.0,6.0,8.0,9.0,3.0,5.0,6.0,3.0,10.0,8.0,10.0,4.0,7.0,6.0,2.0,4.0,8.0,5.0,6.0,8.0,7.0,6.0,4.0,8.0,6.0,5.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,5.0,5.0,6.0,6.0
681b3e534ec18b143973aa77,28.0,2.0,2.0,4.0,2.0,1.0,3.0,7.0,1.0,3.0,2.0,4.0,5.0,8.0,5.0,9.0,3.0,3.0,7.0,5.0,7.0,5.0,7.0,10.0,10.0,10.0,6.0,0.0,0.0,2.0,10.0,1.0,2.0,1.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,10.0,2.0,10.0,0.0,7.0
6821a4ea28ba9f2e9c38d197,19.0,2.0,2.0,6.0,2.0,1.0,7.0,7.0,1.0,2.0,3.0,5.0,5.0,9.0,2.0,7.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,2.0,1.0,4.0,1.0,9.0,6.0,2.0,1.0,8.0,9.0,8.0,9.0,10.0,10.0,,6.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,9.0,8.0,0.0,8.0,2.0
681b4616825adf3cfd09d4ab,23.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,3.0,7.0,0.0,4.0,2.0,7.0,9.0,10.0,1.0,9.0,10.0,10.0,1.0,9.0,6.0,0.0,2.0,0.0,3.0,9.0,5.0,3.0,0.0,10.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0,9.0
680a33102b8d3e4048c0f857,27.0,2.0,1.0,7.0,2.0,1.0,5.0,8.0,1.0,1.0,1.0,5.0,5.0,7.0,6.0,9.0,2.0,4.0,5.0,2.0,3.0,5.0,2.0,5.0,10.0,10.0,8.0,10.0,,10.0,,,,10.0,5.0,0.0,5.0,10.0,,10.0,5.0,,0.0,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,8.0,8.0,8.0,10.0
680a5f720cf8ca72a369638b,28.0,1.0,1.0,8.0,3.0,1.0,2.0,3.0,1.0,1.0,8.0,8.0,9.0,8.0,8.0,8.0,2.0,2.0,9.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,1.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,3.0,3.0,4.0,3.0,4.0,2.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0
6810a1bcdffbf6259adb65f7,28.0,1.0,1.0,8.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,6.0,6.0,7.0,6.0,6.0,2.0,2.0,6.0,5.0,4.0,2.0,2.0,5.0,6.0,5.0,7.0,9.0,3.0,10.0,5.0,9.0,1.0,8.0,8.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,9.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,8.0,9.0
681cb6034cc07607d7c5fd71,23.0,2.0,1.0,3.0,2.0,1.0,5.0,0.0,1.0,3.0,,,,,,,3.0,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
6817d45eb7565851d1f4d661,26.0,1.0,3.0,6.0,3.0,1.0,7.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,3.0,2.0,0.0,3.0,1.0,6.0,8.0,8.0,2.0,10.0,,10.0,1.0,10.0,9.0,0.0,0.0,0.0,4.0,10.0,0.0,6.0,2.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,9.0,10.0
680c0d662b8d3e4048c12207,18.0,1.0,2.0,4.0,6.0,1.0,2.0,4.0,1.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,1.0,0.0,3.0,6.0,6.0,10.0,10.0,0.0,10.0,1.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,4.0,9.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,8.0,10.0
681b3b264ec18b143973a7ea,26.0,1.0,4.0,6.0,3.0,1.0,9.0,3.0,1.0,1.0,10.0,10.0,8.0,9.0,9.0,8.0,2.0,3.0,7.0,6.0,5.0,8.0,7.0,7.0,6.0,7.0,7.0,9.0,0.0,2.0,0.0,4.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,8.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0
681ca4c94cc07607d7c5f996,17.0,1.0,2.0,2.0,2.0,2.0,8.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,6.0,8.0,6.0,8.0,3.0,9.0,6.0,8.0,5.0,9.0,4.0,6.0,5.0,1.0,7.0,9.0,8.0,8.0,4.0,7.0,8.0,2.0,2.0,8.0,9.0,8.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,10.0,2.0,8.0,7.0,2.0,8.0
680ab1782b8d3e4048c105eb,26.0,2.0,3.0,6.0,2.0,1.0,7.0,5.0,1.0,1.0,2.0,5.0,5.0,9.0,7.0,8.0,4.0,5.0,5.0,5.0,7.0,2.0,0.0,5.0,8.0,10.0,0.0,2.0,4.0,10.0,8.0,7.0,1.0,8.0,10.0,2.0,2.0,3.0,8.0,10.0,8.0,9.0,8.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,7.0,7.0,4.0,10.0
6821d1d5575dc75aa1b91650,17.0,2.0,2.0,2.0,2.0,1.0,7.0,0.0,1.0,3.0,5.0,4.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,8.0,10.0,2.0,0.0,1.0,10.0,5.0,0.0,2.0,0.0,7.0,8.0,3.0,9.0,10.0,10.0,8.0,10.0,10.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,7.0,0.0,5.0
6821bbc0575dc75aa1b91066,19.0,1.0,2.0,4.0,2.0,1.0,6.0,2.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,7.0,7.0,9.0,4.0,4.0,4.0,7.0,7.0,7.0,2.0,7.0,8.0,4.0,3.0,4.0,8.0,7.0,3.0,5.0,3.0,8.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,7.0,4.0,8.0
681a413a3a2c5c4cebccbb16,21.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,2.0,6.0,3.0,4.0,5.0,1.0,5.0,7.0,7.0,8.0,10.0,5.0,10.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,7.0,0.0,10.0,,0.0,,10.0,,3.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,4.0,10.0,5.0,,10.0
681b96a730e2084bbe938ba6,19.0,1.0,2.0,6.0,2.0,1.0,6.0,6.0,1.0,3.0,4.0,4.0,5.0,7.0,6.0,9.0,3.0,3.0,6.0,6.0,6.0,6.0,9.0,6.0,7.0,8.0,7.0,8.0,5.0,0.0,5.0,5.0,,6.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,7.0,8.0,4.0,10.0
681b3b904ec18b143973a83f,21.0,1.0,3.0,6.0,2.0,1.0,3.0,10.0,2.0,3.0,3.0,3.0,5.0,9.0,5.0,8.0,3.0,2.0,3.0,5.0,5.0,2.0,0.0,8.0,10.0,5.0,,0.0,10.0,0.0,10.0,0.0,2.0,10.0,10.0,8.0,10.0,10.0,10.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,5.0,8.0,7.0,8.0
68173587b7565851d1f4ccd5,26.0,1.0,1.0,7.0,1.0,1.0,8.0,5.0,1.0,1.0,8.0,7.0,8.0,7.0,7.0,7.0,3.0,3.0,7.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,7.0,5.0,5.0,7.0,4.0,2.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,7.0,6.0,5.0,6.0,6.0
681cb5fd30e2084bbe93b326,19.0,1.0,1.0,5.0,2.0,1.0,5.0,8.0,4.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,6.0,7.0,1.0,5.0,5.0,5.0,6.0,6.0,3.0,2.0,10.0,5.0,2.0,10.0,10.0,3.0,3.0,5.0,6.0,10.0,5.0,0.0,3.0,10.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,7.0,8.0,5.0,8.0
681b3c474ec18b143973a8e2,28.0,1.0,1.0,3.0,3.0,1.0,5.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,8.0,2.0,2.0,7.0,5.0,6.0,8.0,5.0,4.0,6.0,7.0,8.0,8.0,5.0,6.0,5.0,6.0,1.0,5.0,8.0,3.0,3.0,7.0,4.0,7.0,7.0,5.0,7.0,8.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,2.0,6.0,2.0,7.0,8.0,8.0
681b4fd530e2084bbe937137,16.0,2.0,2.0,3.0,2.0,1.0,,,1.0,3.0,,0.0,5.0,10.0,10.0,10.0,3.0,3.0,,10.0,,6.0,7.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,,,2.0,0.0,,10.0,10.0,10.0,10.0,5.0,,,,6.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,,9.0,,,8.0,,
681b496600e3f943e43af62c,25.0,2.0,4.0,8.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,7.0,6.0,5.0,8.0,3.0,3.0,7.0,5.0,7.0,7.0,3.0,5.0,3.0,8.0,6.0,8.0,4.0,7.0,7.0,8.0,2.0,6.0,8.0,4.0,5.0,5.0,5.0,9.0,9.0,8.0,3.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,5.0,6.0,9.0
681b7c6e30e2084bbe93850b,27.0,2.0,1.0,8.0,4.0,1.0,8.0,10.0,1.0,1.0,3.0,6.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,4.0,5.0,3.0,5.0,6.0,7.0,5.0,7.0,6.0,5.0,7.0,5.0,2.0,6.0,10.0,7.0,4.0,8.0,7.0,10.0,5.0,5.0,4.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,9.0,7.0,10.0,5.0,6.0
681b40653a2c5c4cebccd690,29.0,1.0,4.0,9.0,4.0,1.0,6.0,6.0,4.0,1.0,4.0,8.0,7.0,5.0,5.0,8.0,2.0,4.0,4.0,5.0,6.0,3.0,3.0,2.0,7.0,7.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,8.0,5.0,5.0,8.0,3.0,5.0,10.0,4.0,5.0,8.0,10.0,6.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,7.0,5.0,5.0,4.0
681cea8a4cc07607d7c609cd,26.0,2.0,1.0,5.0,1.0,1.0,,,1.0,3.0,,,,,,,3.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,4.0,1.0,4.0,1.0,1.0,,,,,,,
6821e51a28ba9f2e9c39109b,20.0,1.0,2.0,6.0,6.0,1.0,8.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,2.0,4.0,5.0,4.0,4.0,0.0,3.0,3.0,5.0,6.0,5.0,3.0,6.0,10.0,10.0,2.0,7.0,10.0,3.0,8.0,10.0,10.0,7.0,0.0,0.0,3.0,10.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,0.0,9.0,8.0,10.0
681b48f1825adf3cfd09d660,17.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,4.0,1.0,3.0,2.0,4.0,9.0,6.0,8.0,2.0,2.0,8.0,6.0,7.0,9.0,2.0,7.0,10.0,10.0,0.0,2.0,8.0,0.0,10.0,7.0,,7.0,9.0,10.0,10.0,10.0,10.0,3.0,3.0,8.0,10.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0
681b801730e2084bbe938619,17.0,1.0,2.0,2.0,6.0,1.0,8.0,9.0,4.0,3.0,10.0,10.0,7.0,10.0,7.0,8.0,2.0,,9.0,7.0,6.0,9.0,6.0,7.0,4.0,3.0,,,10.0,,,,2.0,10.0,8.0,3.0,7.0,4.0,5.0,6.0,2.0,4.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,6.0,3.0,6.0,4.0,7.0
681d284630e2084bbe93d488,24.0,2.0,3.0,4.0,2.0,1.0,6.0,6.0,1.0,1.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
681ba90f4cc07607d7c5dc80,26.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,10.0,2.0,7.0,0.0,5.0,5.0,2.0,2.0,7.0,10.0,8.0,2.0,8.0,5.0,10.0,8.0,8.0,7.0,5.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,10.0,0.0,10.0,7.0,10.0
6817dda9663fbd555327c079,27.0,1.0,2.0,6.0,2.0,3.0,5.0,0.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,7.0,3.0,7.0,5.0,0.0,4.0,4.0,5.0,4.0,10.0,4.0,10.0,10.0,10.0,,,10.0,1.0,,6.0,,10.0,10.0,,0.0,10.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,5.0,10.0,6.0,10.0
6810f5761423ac2bd36b5ee9,23.0,1.0,1.0,7.0,3.0,1.0,3.0,7.0,1.0,1.0,2.0,1.0,4.0,8.0,4.0,8.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,7.0,5.0,8.0,8.0,3.0,10.0,2.0,7.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,10.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
680a89e72b8d3e4048c102b2,27.0,1.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,,5.0,5.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,6.0,8.0,7.0,7.0,8.0,1.0,10.0,5.0,2.0,1.0,10.0,10.0,0.0,0.0,2.0,4.0,10.0,5.0,8.0,9.0,8.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,3.0,7.0,9.0,10.0
681cbf3c4cc07607d7c5ff39,21.0,2.0,2.0,5.0,2.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,3.0,8.0,3.0,10.0,2.0,2.0,10.0,9.0,4.0,8.0,0.0,8.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,2.0,8.0,10.0,2.0,5.0,5.0,8.0,10.0,10.0,0.0,8.0,0.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,10.0,0.0,8.0,8.0,10.0,,10.0
